Date,Open,High,Low,Close,Adj Close,Volume
1980-01-01,1.297609,1.4496719999999998,1.257059,1.368572,0.33214099999999996,76962300
1980-02-01,1.368572,1.388847,1.226646,1.236784,0.30898600000000004,53441900
1980-03-01,1.236784,1.25199,1.0695139999999999,1.181027,0.295056,86304400
1980-04-01,1.181027,1.1860959999999998,0.866762,0.9884129999999999,0.246935,100197700
1980-05-01,0.983344,1.04417,0.856625,0.993482,0.258652,80636200
1980-06-01,0.993482,1.023895,0.9073129999999999,0.998551,0.259972,119306300
1980-07-01,0.998551,1.175958,0.993482,1.155683,0.300881,108847300
1980-08-01,1.155683,1.165821,1.099926,1.120201,0.295049,80721100
1980-09-01,1.120201,1.246921,1.110064,1.120201,0.295049,70722200
1980-10-01,1.120201,1.1708889999999998,0.998551,1.04417,0.275023,69185300
1980-11-01,1.04417,1.059376,0.892106,0.9073129999999999,0.24179499999999998,70738200
1980-12-01,0.9073129999999999,0.912381,0.734974,0.811006,0.216129,135888500
1981-01-01,0.816074,0.8870370000000001,0.7501800000000001,0.800868,0.213428,65180700
1981-02-01,0.800868,0.856625,0.770455,0.7957989999999999,0.21548,43990500
1981-03-01,0.7957989999999999,1.0543069999999999,0.7957989999999999,0.9732069999999999,0.263518,97001500
1981-04-01,0.9681379999999999,0.9884129999999999,0.861693,0.866762,0.234695,72460500
1981-05-01,0.866762,0.9630690000000001,0.8464870000000001,0.9326559999999999,0.25571900000000003,57393400
1981-06-01,0.942794,1.013757,0.902244,0.9681379999999999,0.265447,53909400
1981-07-01,0.9681379999999999,0.9681379999999999,0.851556,0.8769,0.240431,41002500
1981-08-01,0.8769,0.8870370000000001,0.785662,0.800868,0.22255300000000003,37765600
1981-09-01,0.800868,0.8262120000000001,0.760318,0.800868,0.22255300000000003,52026700
1981-10-01,0.800868,0.8211430000000001,0.638667,0.658942,0.183114,50868600
1981-11-01,0.66908,0.699492,0.648804,0.674148,0.190632,58763800
1981-12-01,0.674148,0.775524,0.66908,0.679217,0.192065,126196500
1982-01-01,0.689355,0.760318,0.679217,0.740043,0.209265,91184400
1982-02-01,0.740043,0.780593,0.674148,0.775524,0.219298,63239400
1982-03-01,0.800868,0.8769,0.760318,0.841418,0.237932,121845400
1982-04-01,0.856625,0.952932,0.8312809999999999,0.91745,0.25943099999999997,97634100
1982-05-01,0.927588,1.003619,0.902244,0.9225190000000001,0.260865,101880400
1982-06-01,0.912381,0.998551,0.8718309999999999,0.9732069999999999,0.275198,149264900
1982-07-01,0.952932,1.003619,0.892106,0.91745,0.25943099999999997,115320300
1982-08-01,0.942794,1.155683,0.881969,1.115133,0.315331,249622600
1982-09-01,1.115133,1.2063709999999999,1.034032,1.039101,0.293831,176300900
1982-10-01,1.039101,1.312815,1.039101,1.29254,0.36549699999999996,245901600
1982-11-01,1.2874709999999998,1.388847,1.165821,1.338159,0.378397,194934400
1982-12-01,1.373641,1.687905,1.338159,1.576392,0.44576400000000005,283746800
1983-01-01,1.556117,1.6524240000000001,1.388847,1.6068049999999998,0.454363,158480500
1983-02-01,1.611874,1.7436619999999998,1.5409110000000001,1.545979,0.43716400000000005,170668900
1983-03-01,1.596667,1.7132490000000002,1.5409110000000001,1.632149,0.46153,169524000
1983-04-01,1.622011,2.088339,1.530773,2.083271,0.589096,306488500
1983-05-01,2.047789,2.144096,1.8805189999999998,1.905863,0.53893,211320000
1983-06-01,1.9160009999999998,2.402604,1.905863,2.2910909999999998,0.6478619999999999,236590500
1983-07-01,2.301228,2.58508,2.123821,2.438086,0.689429,249423100
1983-08-01,2.4127419999999997,2.4431540000000003,2.1035459999999997,2.311366,0.656774,227439000
1983-09-01,2.3772599999999997,2.656043,2.33671,2.50398,0.7115060000000001,306345500
1983-10-01,2.498911,2.843588,2.4431540000000003,2.691525,0.764796,314715600
1983-11-01,2.691525,2.7118,2.493842,2.50398,0.716169,226110300
1983-12-01,2.493842,2.706731,2.433017,2.577477,0.73719,148507300
1984-01-01,2.58508,2.828382,2.478636,2.486239,0.711095,168236500
1984-02-01,2.501445,2.509048,2.10608,2.265747,0.652506,306748100
1984-03-01,2.235334,2.486239,2.1516990000000003,2.2277310000000003,0.641558,258515900
1984-04-01,2.265747,2.2885560000000003,2.0072389999999998,2.2277310000000003,0.641558,274491400
1984-05-01,2.2581439999999997,2.326572,2.068064,2.242937,0.653405,297584800
1984-06-01,2.25054,2.379795,2.10608,2.189715,0.6379,211459600
1984-07-01,2.197318,2.402604,2.166906,2.3950009999999997,0.697703,264173900
1984-08-01,2.4102069999999998,2.9120169999999996,2.4102069999999998,2.6078900000000003,0.76783,412176400
1984-09-01,2.615493,2.91962,2.58508,2.782763,0.819318,220292200
1984-10-01,2.75235,3.124906,2.638303,2.858795,0.8417030000000001,267000300
1984-11-01,2.874001,2.965239,2.668715,2.7447470000000003,0.814675,195907800
1984-12-01,2.7295409999999998,2.828382,2.569874,2.77516,0.8326290000000001,230410300
1985-01-01,2.77516,3.1173029999999997,2.615493,2.965239,0.88966,337398900
1985-02-01,2.91962,2.9500330000000003,2.6306990000000003,2.714334,0.822443,347623600
1985-03-01,2.7295409999999998,2.77516,2.569874,2.577477,0.780975,261444000
1985-04-01,2.592684,2.721938,2.44062,2.486239,0.75333,239958500
1985-05-01,2.44062,2.699128,2.44062,2.645906,0.812858,275543900
1985-06-01,2.645906,2.7979689999999997,2.615493,2.7447470000000003,0.843224,228251900
1985-07-01,2.7447470000000003,2.813176,2.592684,2.714334,0.833881,234451300
1985-08-01,2.7295409999999998,2.7447470000000003,2.615493,2.676318,0.833636,108847200
1985-09-01,2.6611119999999997,2.7295409999999998,2.615493,2.691525,0.8383719999999999,135024700
1985-10-01,2.683922,2.9120169999999996,2.683922,2.828382,0.881001,235754400
1985-11-01,2.843588,3.383414,2.828382,3.2845730000000004,1.0391290000000002,338827600
1985-12-01,3.2693659999999998,3.596303,3.2009380000000003,3.5278739999999997,1.1161020000000001,196622400
1986-01-01,3.497462,3.930843,3.2693659999999998,3.809192,1.2051020000000001,225645300
1986-02-01,3.809192,4.440256,3.7559699999999996,4.364224,1.3970989999999999,240332200
1986-03-01,4.303399,5.094129,4.295795,4.980081,1.59425,240313000
1986-04-01,5.002891,5.177764,4.531494,4.599922,1.472551,295460200
1986-05-01,4.592319,4.980081,4.577113,4.896446,1.583655,177180200
1986-06-01,4.896446,5.177764,4.721573,5.029502,1.626689,136909000
1986-07-01,5.029502,5.291811,4.687359,4.88124,1.578737,199503800
1986-08-01,4.892645,5.793621,4.801406,5.451478,1.780777,183978800
1986-09-01,5.474288,5.474288,4.516287,4.835621,1.579602,213076200
1986-10-01,4.88124,5.3944540000000005,4.8470260000000005,5.234787,1.709993,184931100
1986-11-01,5.2690019999999995,5.451478,5.018097,5.33743,1.763281,130306800
1986-12-01,5.314621,5.531312000000001,5.063716,5.1321449999999995,1.6954630000000002,187490100
1987-01-01,5.1891680000000004,7.150788,5.1891680000000004,6.785836,2.241779,267015500
1987-02-01,6.808644999999999,7.344669000000001,6.614764,6.968311999999999,2.32239,198604400
1987-03-01,6.979717,7.755241000000001,6.934098,7.698217,2.5656529999999997,214868700
1987-04-01,7.6297880000000005,8.439527,7.242025999999999,8.302669999999999,2.7671040000000002,296110500
1987-05-01,8.371099000000001,9.192242,7.949122,8.291265,2.788694,255694400
1987-06-01,8.393908,9.329099000000001,8.268456,9.032575,3.038026,196358900
1987-07-01,8.998361000000001,9.887933,8.918528,9.272075,3.118582,209815400
1987-08-01,9.123813,10.275694,9.123813,9.853717999999999,3.338521,228111600
1987-09-01,9.842313,9.910741999999999,8.622003999999999,8.941336999999999,3.029397,243204200
1987-10-01,8.941336999999999,9.294885,5.474288,6.888478999999999,2.3338740000000002,543461100
1987-11-01,6.888478999999999,7.253431,6.295431,6.489312,2.231449,200988000
1987-12-01,6.546336,7.2876460000000005,6.500717,6.877074,2.364785,177126900
1988-01-01,6.9455029999999995,8.006145,6.934098,7.755241000000001,2.666758,176107300
1988-02-01,7.869289,8.393908,7.253431,8.234241,2.865686,136112600
1988-03-01,8.188622,8.530766,7.549955000000001,7.823669000000001,2.7228,138198800
1988-04-01,7.664003,8.736051,7.664003,8.622003999999999,3.000636,150275200
1988-05-01,8.667622999999999,8.986956,8.302669999999999,8.78167,3.095617,112754000
1988-06-01,8.827289,9.944956,8.80448,9.716861,3.425282,156084800
1988-07-01,9.694052000000001,9.922147,9.169432,9.671242,3.4092010000000004,146931300
1988-08-01,9.671242,9.899337,8.530766,8.986956,3.205421,119521000
1988-09-01,8.964147,9.465956,8.758861,9.329099000000001,3.3274529999999998,119466800
1988-10-01,9.397528,10.036194,9.237861,9.397528,3.351861,129327000
1988-11-01,9.397528,9.580003999999999,8.918528,9.488766,3.4219910000000002,112538100
1988-12-01,9.511575,9.694052000000001,9.215050999999999,9.215050999999999,3.3232800000000005,101381900
1989-01-01,9.169432,9.990575,9.101004,9.967766000000001,3.5947379999999995,165769000
1989-02-01,9.944956,10.332718,9.374718,9.420337,3.446791,115864700
1989-03-01,9.465956,9.534385,8.78167,8.918528,3.263184,118544500
1989-04-01,8.941336999999999,9.009766,8.485147,8.713242,3.188073,133916900
1989-05-01,8.667622999999999,9.146623,8.416718,8.895717999999999,3.3056959999999997,116041000
1989-06-01,8.872909,9.169432,8.736051,8.850099,3.288743,127660600
1989-07-01,8.80448,9.26067,8.690432000000001,9.101004,3.381982,104652000
1989-08-01,9.101004,9.853717999999999,9.009766,9.830909,3.708293,165713100
1989-09-01,9.830909,9.967766000000001,9.215050999999999,9.28348,3.5018010000000004,90036800
